id|instlPlceNm|instlPlceDtil|svcProvdCmpnyNm|wifiSsid|instlYm|lnmAdrs|rnAdrs|admdCd|admdNm|lgdngCd|lgdngNm|mngmtInsttNm|telno|la|lo|dataStdrDe
37|가수원경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 가수원동 788-4번지|대전광역시 서구 가수원중로 43-11|null|null|null|null|대전광역시|042-270-3301|36.366558|127.141621|2023-03-27
36|백야경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 가수원동 814-6번지|대전광역시 서구 가수원로 17-16|null|null|null|null|대전광역시|042-270-3301|36.36653|127.155873|2023-03-27
298|가수원전통시장|4_은하 3단지 방면 CCTV|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 가수원동 821번지|대전광역시 서구 가수원동 821|null|null|null|null|대전광역시|042-270-3301|36.303793|127.352205|2023-03-27
299|가수원전통시장|3_충효연 태권도 앞 통신주|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 가수원동 821번지|대전광역시 서구 가수원동 821|null|null|null|null|대전광역시|042-270-3301|36.303779|127.352385|2023-03-27
300|가수원전통시장|2_초등학교 방면 입구 구조물|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 가수원동 821번지|대전광역시 서구 가수원동 821|null|null|null|null|대전광역시|042-270-3301|36.301853|127.352883|2023-03-27
301|가수원전통시장|1_초등학교 방면 입구 구조물|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 가수원동 821번지|대전광역시 서구 가수원동 821|null|null|null|null|대전광역시|042-270-3301|36.30198|127.353077|2023-03-27
376|가장네거리31480)|정류장내|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 가장동 40-40번지|대전광역시 서구 가장동 40-40|null|null|null|null|대전광역시|042-270-3309|36.332312|127.38316|2023-03-27
392|황실타운아파트32840)|버스정류장 우측|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 가장동 45-8번지|대전광역시 서구 가장동 45-8|null|null|null|null|대전광역시|042-270-3309|36.359869|127.371184|2023-03-27
345|래미안아파트2단지31520)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 가장동 49-10번지|대전광역시 서구 가장동 49-10|null|null|null|null|대전광역시|042-270-3309|36.329981|127.386222|2023-03-27
393|래미안아파트1단지31490)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 가장동 49-20번지|대전광역시 서구 가장동 49-20|null|null|null|null|대전광역시|042-270-3309|36.329185|127.382216|2023-03-27
344|래미안아파트2단지31550)|BIS안|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 가장동 55번지|대전광역시 서구 가장동 55|null|null|null|null|대전광역시|042-270-3309|36.334143|127.387755|2023-03-27
389|한민시장31710)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 가장동 55번지|대전광역시 서구 가장동 55|null|null|null|null|대전광역시|042-270-3309|36.332489|127.383065|2023-03-27
283|한민시장|6_소망옷수선|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 가장동 55번지 나르매1차아파트|대전광역시 서구 가장로 106|null|null|null|null|대전광역시|042-270-3301|36.335052|127.384965|2023-03-27
284|한민시장|5_한민원조 골목막창|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 가장동 55번지 나르매1차아파트|대전광역시 서구 가장로 106|null|null|null|null|대전광역시|042-270-3301|36.335137|127.385228|2023-03-27
285|한민시장|4_진우야채|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 가장동 55번지 나르매1차아파트|대전광역시 서구 가장로 106|null|null|null|null|대전광역시|042-270-3301|36.3341|127.384185|2023-03-27
286|한민시장|3_두부사랑|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 가장동 55번지 나르매1차아파트|대전광역시 서구 가장로 106|null|null|null|null|대전광역시|042-270-3301|36.333555|127.383374|2023-03-27
287|한민시장|2_충청야채|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 가장동 55번지 나르매1차아파트|대전광역시 서구 가장로 106|null|null|null|null|대전광역시|042-270-3301|36.333865|127.383651|2023-03-27
288|한민시장|1_세일야채|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 가장동 55번지 나르매1차아파트|대전광역시 서구 가장로 106|null|null|null|null|대전광역시|042-270-3301|36.333555|127.383374|2023-03-27
474|큰마을아파트31960)|BIS,함체내부|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 갈마동 1418번지 경성큰마을아파트|대전광역시 서구 갈마동 1418|null|null|null|null|대전광역시|042-270-3309|36.347313|127.375989|2023-03-27
115|큰마을아파트_31970)|BIS,함체내부|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 갈마동 1436번지 오벨리스크|대전광역시 서구 갈마동 1436|null|null|null|null|대전광역시|042-270-3309|36.347523|127.377328|2023-03-27
400|갈마2동주민센터31950)|정류장쉘터 천장|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 갈마동 1458번지|대전광역시 서구 갈마동 1458|null|null|null|null|대전광역시|042-270-3309|36.353472|127.36821|2023-03-27
173|갈마역 화장실(남자 여자)_1|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 갈마동 1462번지|대전광역시 서구 한밭대로 지하666|null|null|null|null|대전광역시|042-270-3301|36.36861|125.987209|2023-03-27
116|갈마네거리_31770)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 갈마동 261-12번지|대전광역시 서구 갈마동 261-12|null|null|null|null|대전광역시|042-270-3309|36.353472|127.36821|2023-03-27
466|갈마육교31910)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 갈마동 273-27번지|대전광역시 서구 갈마동 273-27|null|null|null|null|대전광역시|042-270-3309|36.357305|127.36655|2023-03-27
117|갈마네거리_31750)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 갈마동 292-4번지|대전광역시 서구 갈마동 292-4|null|null|null|null|대전광역시|042-270-3309|36.353639|127.367746|2023-03-27
340|갈마네거리31800)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 갈마동 293-6번지|대전광역시 서구 갈마동 293-6|null|null|null|null|대전광역시|042-270-3309|36.353581|127.368597|2023-03-27
41|갈마육교31900)|BIS,함체내부|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 갈마동 309-3번지|대전광역시 서구 갈마동 309-3,|null|null|null|null|대전광역시|042-270-3309|36.351232|127.371371|2023-03-27
405|갈마1동행정복지센터|민원실 천정|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 갈마동 316-3번지|대전광역시 서구 신갈마로 191 갈마1동)|null|null|null|null|대전광역시|042-270-3309|36.350784|127.367867|2023-03-27
80|숭덕경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 갈마동 343-1번지 동산맨션|대전광역시 서구 갈마중로7번길 42|null|null|null|null|대전광역시|042-270-3301|36.369807|127.041857|2023-03-27
78|둔산소방서 민원행정실|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 갈마동 343-58번지|대전광역시 서구 갈마중로 15(갈마동)|null|null|null|null|대전광역시|042-270-3301|36.366273|127.070361|2023-03-27
79|천수경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 갈마동 351-2번지 한국도로공사동산아파트|대전광역시 서구 갈마중로16번길 7|null|null|null|null|대전광역시|042-270-3301|36.367971|127.056109|2023-03-27
43|둔산소방서31870)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 갈마동 361-5번지|대전광역시 서구 갈마동 361-5,|null|null|null|null|대전광역시|042-270-3309|36.346819|127.369506|2023-03-27
76|건능골경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 갈마동 402-1번지|대전광역시 서구 갈마로103번길 41|null|null|null|null|대전광역시|042-270-3301|36.366466|127.098865|2023-03-27
75|쌍용아파트경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 갈마동 402-2번지 쌍용아파트|대전광역시 서구 갈마로103번길 36|null|null|null|null|대전광역시|042-270-3301|36.366402|127.113117|2023-03-27
77|푸른아파트경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 갈마동 404-2번지 광도푸른아파트|대전광역시 서구 갈마로117번길 23|null|null|null|null|대전광역시|042-270-3301|36.366047|127.084613|2023-03-27
46|갈마아파트3단지31880)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 갈마동 407-1번지|대전광역시 서구 갈마동 407-1|null|null|null|null|대전광역시|042-270-3309|36.359574|127.373543|2023-03-27
412|갈마도서관|갈마도서관|LGU+|Public_WiFi_Free|2021년 6월|대전광역시 서구 갈마동 427-45번지|대전광역시 서구 신갈마로127번길 138|null|null|null|null|대전광역시|042-270-3301|36.34086|127.36561|2023-03-27
461|동산아파트입구31850)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 갈마동 694번지|대전광역시 서구 갈마동 694|null|null|null|null|대전광역시|042-270-3309|36.35133|127.371769|2023-03-27
448|올림픽기념 국민생활관|4_2F 체육관 입구|KT|DJ_Public_WiFi|2021년 9월|대전광역시 서구 갈마동 820-1번지|대전광역시 서구 신갈마로 230번길 77|null|null|null|null|대전광역시|042-270-3301|36.354582|127.373311|2023-03-27
449|올림픽기념 국민생활관|3_B1F 복도|KT|DJ_Public_WiFi|2021년 9월|대전광역시 서구 갈마동 820-1번지|대전광역시 서구 신갈마로 230번길 77|null|null|null|null|대전광역시|042-270-3301|36.35532|127.374152|2023-03-27
450|올림픽기념 국민생활관|2_1F 소강당|KT|DJ_Public_WiFi|2021년 9월|대전광역시 서구 갈마동 820-1번지|대전광역시 서구 신갈마로 230번길 77|null|null|null|null|대전광역시|042-270-3301|36.35532|127.374152|2023-03-27
451|올림픽기념 국민생활관|1_1F 복도|KT|DJ_Public_WiFi|2021년 9월|대전광역시 서구 갈마동 820-1번지|대전광역시 서구 신갈마로 230번길 77|null|null|null|null|대전광역시|042-270-3301|36.354608|127.374543|2023-03-27
359|월평도서관|지하로비|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 갈마동 820번지|대전광역시 서구 한밭대로 664|null|null|null|null|대전광역시|042-270-3309|36.357049|127.372296|2023-03-27
364|월평도서관|2F로비|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 갈마동 820번지|대전광역시 서구 한밭대로 664|null|null|null|null|대전광역시|042-270-3309|36.357049|127.372296|2023-03-27
365|월평도서관|1F 로비|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 갈마동 820번지|대전광역시 서구 한밭대로 664|null|null|null|null|대전광역시|042-270-3309|36.357049|127.372296|2023-03-27
458|건양대병원네거리33560)|BIS 위|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 관저동 1-8번지|대전광역시 서구 관저동 1-8|null|null|null|null|대전광역시|042-270-3309|36.302373|127.339998|2023-03-27
93|신선마을아파트경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 관저동 1130번지 신선마을2단지|대전광역시 서구 관저로83|null|null|null|null|대전광역시|042-270-3301|36.367665|126.856581|2023-03-27
89|금동어린이공원|옥외1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 관저동 1138번지|대전광역시 서구 관저2동 1138|null|null|null|null|대전광역시|042-270-3301|36.368875|126.913589|2023-03-27
92|구봉7아파트경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 관저동 1144번지 구봉마을7단지|대전광역시 서구 관저로48|null|null|null|null|대전광역시|042-270-3301|36.36776|126.870833|2023-03-27
94|구봉8_1아파트경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 관저동 1148번지 구봉마을8단지|대전광역시 서구 관저로84|null|null|null|null|대전광역시|042-270-3301|36.367572|126.842329|2023-03-27
95|구봉8_2아파트경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 관저동 1148번지 구봉마을8단지|대전광역시 서구 관저로84|null|null|null|null|대전광역시|042-270-3301|36.293405|126.828077|2023-03-27
350|구봉마을8단지33390)|BIS안|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 관저동 1148번지 구봉마을8단지|대전광역시 서구 관저동 1148|null|null|null|null|대전광역시|042-270-3309|36.297947|127.329261|2023-03-27
378|봉우중학교33420)|BIS안|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 관저동 1148번지 구봉마을8단지|대전광역시 서구 관저동 1148|null|null|null|null|대전광역시|042-270-3309|36.298872|127.332137|2023-03-27
96|구봉9아파트경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 관저동 1154번지 구봉마을9단지|대전광역시 서구 관저서로20|null|null|null|null|대전광역시|042-270-3301|36.2931|126.813825|2023-03-27
469|구봉마을9단지33410)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 관저동 1159번지|대전광역시 서구 관저동 1159|null|null|null|null|대전광역시|042-270-3309|36.296115|127.331635|2023-03-27
388|신선마을아파트33370)|쉴터형 지붕밑|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 관저동 1168번지|대전광역시 서구 관저동 1168|null|null|null|null|대전광역시|042-270-3309|36.301561|127.329338|2023-03-27
348|관저네거리33470)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 관저동 1172번지|대전광역시 서구 관저동 1172|null|null|null|null|대전광역시|042-270-3309|36.301654|127.335504|2023-03-27
48|느리울12단지33610)|정류장내|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 관저동 1403번지|대전광역시 서구 관저동 1403|null|null|null|null|대전광역시|042-270-3309|36.298206|127.340592|2023-03-27
91|느리울11아파트경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 관저동 1422번지 느리울마을2차11단지|대전광역시 서구 관저동로90번길 47|null|null|null|null|대전광역시|042-270-3301|36.368246|126.885085|2023-03-27
394|느리울13단지33550)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 관저동 1559-10번지|대전광역시 서구 관저동 1559-10|null|null|null|null|대전광역시|042-270-3309|36.296334|127.339363|2023-03-27
90|중흥프라디움아파트경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 관저동 1566번지 중흥에스클래스프라디움|대전광역시 서구 관저남로12번길 12|null|null|null|null|대전광역시|042-270-3301|36.368911|126.899337|2023-03-27
97|예미지아파트경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 관저동 1579번지 관저예미지명가의풍경|대전광역시 서구 관저중로33|null|null|null|null|대전광역시|042-270-3301|36.293244|126.799573|2023-03-27
236|관저체육공원|3_관리 사무실 우측상단|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 관저동 1583번지|대전광역시 서구 관저중로 10|null|null|null|null|대전광역시|042-270-3301|36.293405|127.335095|2023-03-27
237|관저체육공원|2_관리 사무실 좌측상단|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 관저동 1583번지|대전광역시 서구 관저중로 10|null|null|null|null|대전광역시|042-270-3301|36.2931|127.335217|2023-03-27
238|관저체육공원|1_관리 사무실 좌측상단|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 관저동 1583번지|대전광역시 서구 관저중로 10|null|null|null|null|대전광역시|042-270-3301|36.293244|127.33517|2023-03-27
98|다온숲3단지아파트경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 관저동 1584번지 다온숲3단지|대전광역시 서구 구봉산북로165|null|null|null|null|대전광역시|042-270-3301|36.215953|126.785321|2023-03-27
385|구봉마을7단지33340)|정류장내|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 관저동 1990번지|대전광역시 서구 관저동 1990|null|null|null|null|대전광역시|042-270-3309|36.296725|127.327351|2023-03-27
44|관저중학교33600)|정류장내|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 관저동 993번지|대전광역시 서구 관저동 993|null|null|null|null|대전광역시|042-270-3309|36.305686|127.335053|2023-03-27
337|대자연아파트33520)|정류장내|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 관저동 995번지|대전광역시 서구 관저동 995|null|null|null|null|대전광역시|042-270-3309|36.307941|127.339754|2023-03-27
370|관저마루작은도서관|옥내|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 관저동 999-3번지|대전광역시 서구 관저북로 24|null|null|null|null|대전광역시|042-270-3309|36.30384|127.33734|2023-03-27
88|괴곡경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 괴곡동 782-2번지|대전광역시 서구 고릿골길 107|null|null|null|null|대전광역시|042-270-3301|36.368875|126.927841|2023-03-27
432|대전추모공원|6_4F 중앙 비상등 옆|KT|DJ_Public_WiFi|2021년 9월|대전광역시 서구 괴곡동 산55번지|대전광역시 서구 상보안윗길 160|null|null|null|null|대전광역시|042-270-3301|36.285365|127.346491|2023-03-27
433|대전추모공원|5_3F 중앙 비상등 옆|KT|DJ_Public_WiFi|2021년 9월|대전광역시 서구 괴곡동 산55번지|대전광역시 서구 상보안윗길 160|null|null|null|null|대전광역시|042-270-3301|36.285365|127.346491|2023-03-27
434|대전추모공원|4_2F 화장실 앞|KT|DJ_Public_WiFi|2021년 9월|대전광역시 서구 괴곡동 산55번지|대전광역시 서구 상보안윗길 160|null|null|null|null|대전광역시|042-270-3301|36.284097|127.339837|2023-03-27
435|대전추모공원|3_1F 엘리베이터 앞|KT|DJ_Public_WiFi|2021년 9월|대전광역시 서구 괴곡동 산55번지|대전광역시 서구 상보안윗길 160|null|null|null|null|대전광역시|042-270-3301|36.28405|127.341187|2023-03-27
436|대전추모공원|1_관리사무소|KT|DJ_Public_WiFi|2021년 9월|대전광역시 서구 괴곡동 산55번지|대전광역시 서구 상보안윗길 160|null|null|null|null|대전광역시|042-270-3301|36.284027|127.340513|2023-03-27
119|탄방네거리_31420)|정류장내|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 괴정동 1-5번지|대전광역시 서구 괴정동 1-5|null|null|null|null|대전광역시|042-270-3309|36.342466|127.386323|2023-03-27
381|선사유적지32960)|버스정류장 뒤측|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 괴정동 110-8번지|대전광역시 서구 괴정동 110-8|null|null|null|null|대전광역시|042-270-3309|36.609512|127.323614|2023-03-27
382|괴정네거리31360)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 괴정동 110-8번지|대전광역시 서구 괴정동 110-8,|null|null|null|null|대전광역시|042-270-3309|36.336051|127.378982|2023-03-27
86|하늘경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 괴정동 4-43번지|대전광역시 서구 계룡로576번길 21-6(괴정동)|null|null|null|null|대전광역시|042-270-3301|36.3701|126.956345|2023-03-27
280|백화점주변|3_롯대 백화점 뒤편 주차장 CCTV|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 괴정동 423-1번지|대전광역시 서구 계룡로 598|null|null|null|null|대전광역시|042-270-3301|36.340228|127.389074|2023-03-27
281|백화점주변|2_롯대 백화점 뒤편 주차장 CCTV|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 괴정동 423-1번지|대전광역시 서구 계룡로 598|null|null|null|null|대전광역시|042-270-3301|36.340144|127.389739|2023-03-27
282|백화점주변|1_롯대 백화점 뒤편 주차장 CCTV|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 괴정동 423-1번지|대전광역시 서구 계룡로 598|null|null|null|null|대전광역시|042-270-3301|36.340144|127.389739|2023-03-27
118|롯데백화점_31450)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 괴정동 423-4번지|대전광역시 서구 괴정동 423-4|null|null|null|null|대전광역시|042-270-3309|36.6497|127.695226|2023-03-27
74|응기경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 괴정동 72-11번지|대전광역시 서구 가장로 38-6(괴정동)|null|null|null|null|대전광역시|042-270-3301|36.367461|127.127369|2023-03-27
371|지치울작은도서관|출입구 좌측 구석 상단|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 괴정동 96-3번지|대전광역시 서구 갈마로 219번길 40|null|null|null|null|대전광역시|042-270-3309|36.336913|127.38097|2023-03-27
349|내동초등학교30300)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 내동 12-41번지|대전광역시 서구 내동 12-41|null|null|null|null|대전광역시|042-270-3309|36.329517|127.379796|2023-03-27
465|내동초등학교30280)|정류장쉘터코너|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 내동 13-1번지|대전광역시 서구 내동 13-1|null|null|null|null|대전광역시|042-270-3309|36.332187|127.38496|2023-03-27
53|코오롱아파트31590)|BIS안|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 내동 160-19번지|대전광역시 서구 내동 160-19|null|null|null|null|대전광역시|042-270-3309|36.334241|127.371119|2023-03-27
401|서우아파트2단지31610)|BIS안|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 내동 167번지 서우아파트|대전광역시 서구 내동 167|null|null|null|null|대전광역시|042-270-3309|36.333254|127.372916|2023-03-27
339|안골네거리31620)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 내동 173-3번지|대전광역시 서구 내동 173-3|null|null|null|null|대전광역시|042-270-3309|36.335205|127.372524|2023-03-27
347|내동중학교30210)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 내동 186-28번지|대전광역시 서구 내동 186-28|null|null|null|null|대전광역시|042-270-3309|36.331681|127.371211|2023-03-27
471|변동오거리30320)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 내동 205번지|대전광역시 서구 내동 205|null|null|null|null|대전광역시|042-270-3309|36.326425|127.37981|2023-03-27
472|변동오거리31460)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 내동 205번지|대전광역시 서구 내동 205|null|null|null|null|대전광역시|042-270-3309|36.329185|127.382216|2023-03-27
